1428	SubUrbia (1997)	Drama
1429	Sliding Doors (1998)	Drama
1430	Ill Gotten Gains (1997)	Suç
1431	Legal Deceit (1997)	Suç
1432	The Mighty (1998)	Drama
1433	Men of Means (1998)	Drama
1434	Shooting Fish (1997)	Komedi
1435	Steal Big Steal Little (1995)	Drama
1436	Mr Jones (1993)	Drama
1437	House Party 3 (1994)	Komedi
1438	Panther (1995)	Drama
1439	Jasons Lyric (1994)	Drama
1440	Above the Rim (1994)	Suç
1441	Moonlight and Valentino (1995)	Drama
1442	The Scarlet Letter (1995)	Drama
1443	8 Seconds (1994)	Drama
1444	That Darn Cat (1965)	Aksiyon
1445	Ladybird Ladybird (1994)	Drama
1446	Bye Bye Love (1995)	Komedi
1447	Century (1993)	Drama
1448	My Favorite Season (1993)	Drama
1449	Pather Panchali (1955)	Drama
1450	Golden Earrings (1947)	Drama
1451	Foreign Correspondent (1940)	Drama
1452	Lady of Burlesque (1943)	Drama
1453	Angel on My Shoulder (1946)	Fantastik
1454	Angel and the Badman (1947)	Aksiyon
1455	The Outlaw (1943)	Kovboy
1456	Beat the Devil (1954)	Komedi
1457	Love Is All There Is (1996)	Komedi
1458	A Damsel in Distress (1937)	Komedi
1459	Madame Butterfly (1995)	Drama
1460	Sleepover (1995)	Komedi
1461	Here Comes Cookie (1935)	Komedi
1462	Thieves (1996)	Drama
1463	Les Boys (1997)	Drama
1464	The Stars Fell on Henrietta (1995)	Drama
1465	Last Summer in the Hamptons (1995)	Drama
1466	Margarets Museum (1995)	Drama
1467	The Saint of Fort Washington (1993)	Drama
1468	The Cure (1995)	Drama
1469	Tom and Huck (1995)	Komedi
1470	Gumby The Movie (1995)	Animasyon
1471	Hideaway (1995)	Fantastik
1472	The Visitors (1993)	Fantastik
1473	The Little Princess (1939)	Drama
1474	Nina Takes a Lover (1994)	Drama
1475	Bhaji on the Beach (1993)	Drama
1476	Raw Deal (1948)	Suç
1477	Nightwatch (1997)	Aksiyon
1478	Dead Presidents (1995)	Suç
1479	Reckless (1995)	Drama
1480	Herbie Rides Again (1974)	Komedi
1481	SFW (1994)	Drama
1482	The Gate of Heavenly Peace (1995)	Belgesel
1483	The Man in the Iron Mask (1998)	Aksiyon
1484	The Jerky Boys (1994)	Komedi
1485	Le Colonel Chabert (1994)	Drama
1486	Girl in the Cadillac (1995)	Drama
1487	Even Cowgirls Get the Blues (1993)	Drama
1488	Germinal (1993)	Drama
1489	Chasers (1994)	Komedi
1490	Fausto (1993)	Drama
1491	Tough and Deadly (1995)	Suç
1492	Window to Paris (1994)	Komedi
1493	A Modern Affair (1995)	Drama
1494	Mostro Il (1994)	Drama
1495	Flirt (1995)	Drama
1496	Carpool (1996)	Komedi
1497	The Line King Al Hirschfeld (1996)	Belgesel
1498	Farmer & Chase (1995)	Drama
1499	Grosse Fatigue (1994)	Komedi
1500	Santa with Muscles (1996)	Komedi
1501	Prisoner of the Mountains (1996)	Drama
1502	Naked in New York (1994)	Komedi
1503	Gold Diggers The Secret of Bear Mountain (1995)	Macera
1504	Der Bewegte Mann (1994)	Komedi
1505	Killer A Journal of Murder (1995)	Suç
1506	Nelly & Monsieur Arnaud (1995)	Drama
1507	Three Lives and Only One Death (1996)	Komedi
1508	The Babysitter (1995)	Gerilim
1509	Getting Even with Dad (1994)	Komedi
1510	Mad Dog Time (1996)	Suç
1511	Children of the Revolution (1996)	Komedi
1512	The World of Apu (1959)	Drama
1513	Sprung (1997)	Komedi
1514	Dream With the Fishes (1997)	Drama
1515	Wings of Courage (1995)	Macera
1516	The Wedding Gift (1994)	Drama
1517	Race the Sun (1996)	Drama
1518	Losing Isaiah (1995)	Drama
1519	New Jersey Drive (1995)	Drama
1520	The Fear (1995)	Drama
1521	Mr Wonderful (1993)	Romantik
1522	Trial by Jury (1994)	Suç
1523	A Good Man in Africa (1994)	Komedi
1524	Kaspar Hauser (1993)	Drama
1525	The Object of My Affection (1998)	Drama
1526	Witness (1985)	Drama
1527	Senseless (1998)	Komedi
1528	Nowhere (1997)	Drama
1529	Underground (1995)	Drama
1530	Jefferson in Paris (1995)	Drama
1531	Far From Home The Adventures of Yellow Dog (1995)	Macera
1532	Foreign Student (1994)	Drama
1533	I Dont Want to Talk About It (1993)	Drama
1534	Twin Town (1997)	Suç
1535	LEnfer (1994)	Drama
1536	Aiqing wansui (1994)	Drama
1537	Cosi (1996)	Komedi
1538	All Over Me (1997)	Drama
1539	Being Human (1993)	Drama
1540	The Amazing Panda Adventure (1995)	Aile
1541	The Beans of Egypt Maine (1994)	Drama
1542	The Scarlet Letter (1926)	Drama
1543	Johns (1996)	Drama
1544	It Takes Two (1995)	Komedi
1545	Frankie Starlight (1995)	Drama
1546	Shadows (1988)	Drama
1547	The Show (1995)	Komedi
1548	The Courtyard (1995)	Drama
1549	Dream Man (1995)	Aksiyon
1550	Destiny Turns on the Radio (1995)	Komedi
1551	The Glass Shield (1994)	Drama
1552	The Hunted (1995)	Drama
1553	The Underneath (1995)	Suç
1554	Safe Passage (1994)	Drama
1555	The Secret Adventures of Tom Thumb (1993)	Animasyon
1556	Condition Red (1995)	Aksiyon
1557	Yankee Zulu (1994)	Komedi
1558	Aparajito (1956)	Drama
1559	Hostile Intentions (1994)	Drama
1560	Clean Slate (1981)	Komedi
1561	Tigrero A Film That Was Never Made (1994)	Belgesel
1562	The Eye of Vichy (1993)	Belgesel
1563	The Promise (1994)	Drama
1564	To Cross the Rubicon (1991)	Drama
1565	Daens (1992)	Drama
1566	The Man from Down Under (1943)	Savaş
1567	Careful (1992)	Drama
1568	Vermont Is For Lovers (1992)	Komedi
1569	La Vie est belle (1987)	Drama
1570	Quartier Mozart (1992)	Komedi
1571	Journey of the Hyena (1973)	Drama
1572	Gods Gift (1982)	Drama
1573	Spirits of the Dead (1968)	Korku
1574	Pharaohs Army (1995)	Drama
1575	I Worst of All (1990)	Drama
1576	A Hungarian Fairy Tale (1987)	Drama
1577	Death in the Garden (1956)	Drama
1578	La Collectionneuse (1967)	Drama
1579	Baton Rouge (1988)	Drama
1580	Liebelei (1933)	Drama
1581	The Woman in Question (1950)	Drama
1582	T-Men (1947)	Film-Noir
1583	The Invitation (1986)	Drama
1584	La Symphonie pastorale (1946)	Drama
1585	American Dream (1990)	Belgesel
1586	Lashou shentan (1992)	Aksiyon
1587	Terror in a Texas Town (1958)	Kovboy
1588	Salut cousin (1996)	Drama
1589	Schizopolis (1996)	Komedi
1590	To Have or Not (1995)	Drama
1591	Duoluo tianshi (1995)	Aksiyon
1592	The Magic Hour (1998)	Drama
1593	Death in Brunswick (1991)	Komedi
1594	Everest (1998)	Aksiyon
1595	Shopping (1994)	Aksiyon
1596	Nemesis 2 Nebula (1995)	Aksiyon
1597	Romper Stomper (1992)	Suç
1598	City of Industry (1997)	Suç
1599	Someone Elses America (1995)	Drama
1600	Guantanamera (1994)	Komedi
1601	Office Killer (1997)	Korku
1602	A Price Above Rubies (1998)	Drama
1603	Angela (1995)	Drama
1604	He Walked by Night (1948)	Suç
1605	Love Serenade (1996)	Drama
1606	Deceiver (1997)	Drama
1607	Hurricane Streets (1998)	Aksiyon
1608	Buddy (1997)	Komedi
1609	BAPS (1997)	Komedi
1610	Truth or Consequences (1997)	Suç
1611	Intimate Relations (1996)	Drama
1612	The Leading Man (1996)	Romantik
1613	Tokyo Fist (1995)	Drama
1614	The Reluctant Debutante (1958)	Komedi
1615	Warriors of Virtue (1997)	Aksiyon
1616	Desert Winds (1995)	Drama
1617	Hugo Pool (1997)	Komedi
1618	King of New York (1990)	Suç
1619	All Things Fair (1996)	Drama
1620	The Sixth Man (1997)	Komedi
1621	Butterfly Kiss (1995)	Drama
1622	France Paris (1993)	Drama
1623	La Caramonie (1995)	Drama
1624	Hush (1998)	Drama
1625	Nightwatch (1997)	Drama
1626	Nobody Loves Me (1994)	Drama
1627	The Wife (1995)	Drama
1628	Lamerica (1994)	Drama
1629	Nico Icon (1995)	Belgesel
1630	The Silence of the Palace (1994)	Drama
1631	The Slingshot (1993)	Drama
1632	Land and Freedom (1995)	Drama
1633	Cold Fever (1994)	Komedi
1634	Under the Domin Tree (1994)	Drama
1635	Two Friends (1986)	Drama
1636	Brothers in Trouble (1995)	Drama
1637	Girls Town (1996)	Drama
1638	Normal Life (1996)	Suç
1639	Bitter Sugar (1996)	Drama
1640	The Eighth Day (1996)	Drama
1641	Dadetown (1995)	Belgesel
1642	Some Mothers Son (1996)	Drama
1643	Angel Baby (1995)	Drama
1644	Sudden Manhattan (1996)	Drama
1645	The Butcher Boy (1998)	Komedi
1646	Men With Guns (1997)	Drama
1647	Hana-bi (1997)	Drama
1648	Niagara (1997)	Drama
1649	The Big One (1997)	Belgesel
1650	The Butcher Boy (1998)	Drama
1651	The Spanish Prisoner (1997)	Drama
1652	Temptress Moon (1996)	Drama
1653	Entertaining Angels The Dorothy Day Story (1996)	Drama
1654	Chairman of the Board (1998)	Komedi
1655	The Favor (1994)	Drama
1656	Little City (1998)	Romantik
1657	Target (1995)	Aksiyon
1658	The Substance of Fire (1996)	Drama
1659	Getting Away With Murder (1996)	Komedi
1660	Small Faces (1995)	Drama
1661	The New Age (1994)	Drama
1662	Rough Magic (1995)	Drama
1663	Nothing Personal (1995)	Drama
1664	8 Heads in a Duffel Bag (1997)	Komedi
1665	A Brothers Kiss (1997)	Drama
1666	Ripe (1996)	Drama
1667	The Next Step (1995)	Drama
1668	Wedding Bell Blues (1996)	Komedi
1669	MURDER and murder (1996)	Drama
1670	Tainted (1998)	Drama
1671	A Further Gesture (1996)	Drama
1672	Kika (1993)	Drama
1673	Mirage (1995)	Drama
1674	Mamma Roma (1962)	Drama
1675	The Sunchaser (1996)	Drama
1676	The War at Home (1996)	Drama
1677	Sweet Nothing (1995)	Drama
1678	Matisyn (1997)	Drama
1679	B Monkey (1998)	Drama
1680	Sliding Doors (1998)	Drama
1681	You So Crazy (1994)	Belgesel
1682	Scream of Stone (1991)	Drama
